Date,Team 1,FT,Team 2
Sat Aug 13 2016,Hull City,2-1,Leicester City
Sat Aug 13 2016,Burnley FC,0-1,Swansea City
Sat Aug 13 2016,Crystal Palace,0-1,West Bromwich Albion
Sat Aug 13 2016,Everton FC,1-1,Tottenham Hotspur
Sat Aug 13 2016,Middlesbrough FC,1-1,Stoke City
Sat Aug 13 2016,Southampton FC,1-1,Watford FC
Sat Aug 13 2016,Manchester City,2-1,Sunderland Afc
Sun Aug 14 2016,Afc Bournemouth,1-3,Manchester United
Sun Aug 14 2016,Arsenal FC,3-4,Liverpool FC
Mon Aug 15 2016,Chelsea FC,2-1,West Ham United
Fri Aug 19 2016,Manchester United,2-0,Southampton FC
Sat Aug 20 2016,Stoke City,1-4,Manchester City
Sat Aug 20 2016,Swansea City,0-2,Hull City
Sat Aug 20 2016,Tottenham Hotspur,1-0,Crystal Palace
Sat Aug 20 2016,Watford FC,1-2,Chelsea FC
Sat Aug 20 2016,West Bromwich Albion,1-2,Everton FC
Sat Aug 20 2016,Burnley FC,2-0,Liverpool FC
Sat Aug 20 2016,Leicester City,0-0,Arsenal FC
Sun Aug 21 2016,Sunderland Afc,1-2,Middlesbrough FC
Sun Aug 21 2016,West Ham United,1-0,Afc Bournemouth
Sat Aug 27 2016,Tottenham Hotspur,1-1,Liverpool FC
Sat Aug 27 2016,Chelsea FC,3-0,Burnley FC
Sat Aug 27 2016,Crystal Palace,1-1,Afc Bournemouth
Sat Aug 27 2016,Everton FC,1-0,Stoke City
Sat Aug 27 2016,Leicester City,2-1,Swansea City
Sat Aug 27 2016,Southampton FC,1-1,Sunderland Afc
Sat Aug 27 2016,Watford FC,1-3,Arsenal FC
Sat Aug 27 2016,Hull City,0-1,Manchester United
Sun Aug 28 2016,West Bromwich Albion,0-0,Middlesbrough FC
Sun Aug 28 2016,Manchester City,3-1,West Ham United
Sat Sep 10 2016,Manchester United,1-2,Manchester City
Sat Sep 10 2016,Afc Bournemouth,1-0,West Bromwich Albion
Sat Sep 10 2016,Arsenal FC,2-1,Southampton FC
Sat Sep 10 2016,Burnley FC,1-1,Hull City
Sat Sep 10 2016,Middlesbrough FC,1-2,Crystal Palace
Sat Sep 10 2016,Stoke City,0-4,Tottenham Hotspur
Sat Sep 10 2016,West Ham United,2-4,Watford FC
Sat Sep 10 2016,Liverpool FC,4-1,Leicester City
Sun Sep 11 2016,Swansea City,2-2,Chelsea FC
Mon Sep 12 2016,Sunderland Afc,0-3,Everton FC
Fri Sep 16 2016,Chelsea FC,1-2,Liverpool FC
Sat Sep 17 2016,Hull City,1-4,Arsenal FC
Sat Sep 17 2016,Leicester City,3-0,Burnley FC
Sat Sep 17 2016,Manchester City,4-0,Afc Bournemouth
Sat Sep 17 2016,West Bromwich Albion,4-2,West Ham United
Sat Sep 17 2016,Everton FC,3-1,Middlesbrough FC
Sun Sep 18 2016,Watford FC,3-1,Manchester United
Sun Sep 18 2016,Crystal Palace,4-1,Stoke City
Sun Sep 18 2016,Southampton FC,1-0,Swansea City
Sun Sep 18 2016,Tottenham Hotspur,1-0,Sunderland Afc
Sat Sep 24 2016,Manchester United,4-1,Leicester City
Sat Sep 24 2016,Afc Bournemouth,1-0,Everton FC
Sat Sep 24 2016,Liverpool FC,5-1,Hull City
Sat Sep 24 2016,Middlesbrough FC,1-2,Tottenham Hotspur
Sat Sep 24 2016,Stoke City,1-1,West Bromwich Albion
Sat Sep 24 2016,Sunderland Afc,2-3,Crystal Palace
Sat Sep 24 2016,Swansea City,1-3,Manchester City
Sat Sep 24 2016,Arsenal FC,3-0,Chelsea FC
Sun Sep 25 2016,West Ham United,0-3,Southampton FC
Mon Sep 26 2016,Burnley FC,2-0,Watford FC
Fri Sep 30 2016,Everton FC,1-1,Crystal Palace
Sat Oct 1 2016,Swansea City,1-2,Liverpool FC
Sat Oct 1 2016,Hull City,0-2,Chelsea FC
Sat Oct 1 2016,Sunderland Afc,1-1,West Bromwich Albion
Sat Oct 1 2016,Watford FC,2-2,Afc Bournemouth
Sat Oct 1 2016,West Ham United,1-1,Middlesbrough FC
Sun Oct 2 2016,Manchester United,1-1,Stoke City
Sun Oct 2 2016,Leicester City,0-0,Southampton FC
Sun Oct 2 2016,Tottenham Hotspur,2-0,Manchester City
Sun Oct 2 2016,Burnley FC,0-1,Arsenal FC
Sat Oct 15 2016,Chelsea FC,3-0,Leicester City
Sat Oct 15 2016,Afc Bournemouth,6-1,Hull City
Sat Oct 15 2016,Arsenal FC,3-2,Swansea City
Sat Oct 15 2016,Manchester City,1-1,Everton FC
Sat Oct 15 2016,Stoke City,2-0,Sunderland Afc
Sat Oct 15 2016,West Bromwich Albion,1-1,Tottenham Hotspur
Sat Oct 15 2016,Crystal Palace,0-1,West Ham United
Sun Oct 16 2016,Middlesbrough FC,0-1,Watford FC
Sun Oct 16 2016,Southampton FC,3-1,Burnley FC
Mon Oct 17 2016,Liverpool FC,0-0,Manchester United
Sat Oct 22 2016,Afc Bournemouth,0-0,Tottenham Hotspur
Sat Oct 22 2016,Arsenal FC,0-0,Middlesbrough FC
Sat Oct 22 2016,Burnley FC,2-1,Everton FC
Sat Oct 22 2016,Hull City,0-2,Stoke City
Sat Oct 22 2016,Leicester City,3-1,Crystal Palace
Sat Oct 22 2016,Swansea City,0-0,Watford FC
Sat Oct 22 2016,West Ham United,1-0,Sunderland Afc
Sat Oct 22 2016,Liverpool FC,2-1,West Bromwich Albion
Sun Oct 23 2016,Manchester City,1-1,Southampton FC
